,CPI,GDP,Mortgage Rate,Income,Rental Vacancy Rate,House Supply,Employment Level,Consumer Sentiment,House Prices,House Values
2008-02-02,212.174,14706.538,5.68,63455.0,10.1,9.3,144607.0,78.4,183300.0,208073.97761243072
2008-02-09,212.687,14706.538,5.67,63455.0,10.1,9.7,144550.0,70.8,179900.0,208073.97761243072
2008-02-16,212.687,14706.538,5.72,63455.0,10.1,9.7,144550.0,70.8,180000.0,208073.97761243072
2008-02-23,212.687,14706.538,6.04,63455.0,10.1,9.7,144550.0,70.8,175500.0,208073.97761243072
2008-03-01,212.687,14706.538,6.24,63455.0,10.1,9.7,144550.0,70.8,182000.0,206639.45502305223
2008-03-08,213.448,14706.538,6.03,63455.0,10.1,10.5,145108.0,69.5,180000.0,206639.45502305223
2008-03-15,213.448,14706.538,6.13,63455.0,10.1,10.5,145108.0,69.5,185000.0,206639.45502305223
2008-03-22,213.448,14706.538,5.87,63455.0,10.1,10.5,145108.0,69.5,186500.0,206639.45502305223
2008-03-29,213.448,14706.538,5.85,63455.0,10.1,10.5,145108.0,69.5,186400.0,206639.45502305223
2008-04-05,213.942,14865.701,5.88,63455.0,10.0,10.3,145921.0,62.6,185000.0,205141.4468784712
2008-04-12,213.942,14865.701,5.88,63455.0,10.0,10.3,145921.0,62.6,185000.0,205141.4468784712
2008-04-19,213.942,14865.701,5.88,63455.0,10.0,10.3,145921.0,62.6,187000.0,205141.4468784712
2008-04-26,213.942,14865.701,6.03,63455.0,10.0,10.3,145921.0,62.6,184000.0,205141.4468784712
2008-05-03,215.208,14865.701,6.06,63455.0,10.0,10.7,145927.0,59.8,186000.0,203782.4253380984
2008-05-10,215.208,14865.701,6.05,63455.0,10.0,10.7,145927.0,59.8,185000.0,203782.4253380984
2008-05-17,215.208,14865.701,6.01,63455.0,10.0,10.7,145927.0,59.8,187500.0,203782.4253380984
2008-05-24,215.208,14865.701,5.98,63455.0,10.0,10.7,145927.0,59.8,186000.0,203782.4253380984
2008-05-31,215.208,14865.701,6.08,63455.0,10.0,10.7,145927.0,59.8,191000.0,203782.4253380984
2008-06-07,217.463,14865.701,6.09,63455.0,10.0,10.7,146649.0,56.4,187000.0,202211.95128638743
2008-06-14,217.463,14865.701,6.32,63455.0,10.0,10.7,146649.0,56.4,190000.0,202211.95128638743
2008-06-21,217.463,14865.701,6.42,63455.0,10.0,10.7,146649.0,56.4,195000.0,202211.95128638743
2008-06-28,217.463,14865.701,6.45,63455.0,10.0,10.7,146649.0,56.4,196000.0,202211.95128638743
2008-07-05,219.016,14898.999,6.35,63455.0,9.9,10.5,146867.0,61.2,194000.0,200372.7398551798
2008-07-12,219.016,14898.999,6.37,63455.0,9.9,10.5,146867.0,61.2,195000.0,200372.7398551798
2008-07-19,219.016,14898.999,6.26,63455.0,9.9,10.5,146867.0,61.2,195000.0,200372.7398551798
2008-07-26,219.016,14898.999,6.63,63455.0,9.9,10.5,146867.0,61.2,190000.0,200372.7398551798
2008-08-02,219.016,14898.999,6.52,63455.0,9.9,10.5,146867.0,61.2,191000.0,198149.98259012023
2008-08-09,218.69,14898.999,6.52,63455.0,9.9,11.3,145909.0,63.0,185084.0,198149.98259012023
2008-08-16,218.69,14898.999,6.52,63455.0,9.9,11.3,145909.0,63.0,190000.0,198149.98259012023
2008-08-23,218.69,14898.999,6.47,63455.0,9.9,11.3,145909.0,63.0,188000.0,198149.98259012023
2008-08-30,218.69,14898.999,6.4,63455.0,9.9,11.3,145909.0,63.0,190000.0,198149.98259012023
2008-09-06,218.877,14898.999,6.35,63455.0,9.9,10.9,145310.0,70.3,179989.0,196464.00785388492
2008-09-13,218.877,14898.999,5.93,63455.0,9.9,10.9,145310.0,70.3,183500.0,196464.00785388492
2008-09-20,218.877,14898.999,5.78,63455.0,9.9,10.9,145310.0,70.3,181000.0,196464.00785388492
2008-09-27,218.877,14898.999,6.09,63455.0,9.9,10.9,145310.0,70.3,178075.0,196464.00785388492
2008-10-04,216.995,14608.208,6.1,63455.0,10.1,11.6,145543.0,57.6,178900.0,194557.542962258
2008-10-11,216.995,14608.208,5.94,63455.0,10.1,11.6,145543.0,57.6,177500.0,194557.542962258
2008-10-18,216.995,14608.208,6.46,63455.0,10.1,11.6,145543.0,57.6,180000.0,194557.542962258
2008-10-25,216.995,14608.208,6.04,63455.0,10.1,11.6,145543.0,57.6,176124.0,194557.542962258
2008-11-01,216.995,14608.208,6.46,63455.0,10.1,11.6,145543.0,57.6,180000.0,192052.2189056808
2008-11-08,213.153,14608.208,6.2,63455.0,10.1,11.4,144609.0,55.3,171500.0,192052.2189056808
2008-11-15,213.153,14608.208,6.14,63455.0,10.1,11.4,144609.0,55.3,175000.0,192052.2189056808
2008-11-22,213.153,14608.208,6.04,63455.0,10.1,11.4,144609.0,55.3,174000.0,192052.2189056808
2008-12-06,211.398,14608.208,5.53,63455.0,10.1,11.2,143350.0,60.1,170000.0,190190.63457823737
2008-12-13,211.398,14608.208,5.47,63455.0,10.1,11.2,143350.0,60.1,172500.0,190190.63457823737
2008-12-20,211.398,14608.208,5.19,63455.0,10.1,11.2,143350.0,60.1,172000.0,190190.63457823737
2009-01-03,211.933,14430.901,5.1,63011.0,10.1,12.2,140436.0,61.2,169500.0,188231.0562189165
2009-01-10,211.933,14430.901,5.01,63011.0,10.1,12.2,140436.0,61.2,167000.0,188231.0562189165
2009-01-17,211.933,14430.901,4.96,63011.0,10.1,12.2,140436.0,61.2,168000.0,188231.0562189165
2009-01-24,211.933,14430.901,5.12,63011.0,10.1,12.2,140436.0,61.2,165000.0,188231.0562189165
2009-01-31,211.933,14430.901,5.1,63011.0,10.1,12.2,140436.0,61.2,170000.0,188231.0562189165
2009-02-07,212.705,14430.901,5.25,63011.0,10.1,10.5,140105.0,56.3,163500.0,186967.51443169668
2009-02-14,212.705,14430.901,5.16,63011.0,10.1,10.5,140105.0,56.3,164900.0,186967.51443169668
2009-02-21,212.705,14430.901,5.04,63011.0,10.1,10.5,140105.0,56.3,167000.0,186967.51443169668
2009-02-28,212.705,14430.901,5.07,63011.0,10.1,10.5,140105.0,56.3,170000.0,186967.51443169668
2009-03-07,212.495,14430.901,5.15,63011.0,10.1,11.0,139833.0,57.3,165000.0,185702.27396254623
2009-03-14,212.495,14430.901,5.03,63011.0,10.1,11.0,139833.0,57.3,167000.0,185702.27396254623
2009-03-21,212.495,14430.901,4.98,63011.0,10.1,11.0,139833.0,57.3,169000.0,185702.27396254623
2009-03-28,212.495,14430.901,4.85,63011.0,10.1,11.0,139833.0,57.3,165800.0,185702.27396254623
2009-04-04,212.709,14381.236,4.78,63011.0,10.6,10.7,140586.0,65.1,167650.0,184490.55799817512
2009-04-11,212.709,14381.236,4.87,63011.0,10.6,10.7,140586.0,65.1,165000.0,184490.55799817512
2009-04-18,212.709,14381.236,4.82,63011.0,10.6,10.7,140586.0,65.1,165000.0,184490.55799817512
2009-04-25,212.709,14381.236,4.8,63011.0,10.6,10.7,140586.0,65.1,165000.0,184490.55799817512
2009-05-02,212.709,14381.236,4.78,63011.0,10.6,10.7,140586.0,65.1,171125.0,183536.50531368985
2009-05-09,213.022,14381.236,4.84,63011.0,10.6,9.3,140363.0,68.7,168500.0,183536.50531368985
2009-05-16,213.022,14381.236,4.86,63011.0,10.6,9.3,140363.0,68.7,170000.0,183536.50531368985
2009-05-23,213.022,14381.236,4.82,63011.0,10.6,9.3,140363.0,68.7,170000.0,183536.50531368985
2009-05-30,213.022,14381.236,4.91,63011.0,10.6,9.3,140363.0,68.7,176900.0,183536.50531368985
2009-06-06,214.79,14381.236,5.29,63011.0,10.6,8.5,140826.0,70.8,175000.0,182742.2043454966
2009-06-13,214.79,14381.236,5.59,63011.0,10.6,8.5,140826.0,70.8,175000.0,182742.2043454966
2009-06-20,214.79,14381.236,5.38,63011.0,10.6,8.5,140826.0,70.8,180000.0,182742.2043454966
2009-06-27,214.79,14381.236,5.42,63011.0,10.6,8.5,140826.0,70.8,180000.0,182742.2043454966
2009-07-04,214.726,14448.882,5.32,63011.0,11.1,7.9,141055.0,66.0,182500.0,181935.18635068208
2009-07-11,214.726,14448.882,5.2,63011.0,11.1,7.9,141055.0,66.0,175012.0,181935.18635068208
2009-07-18,214.726,14448.882,5.14,63011.0,11.1,7.9,141055.0,66.0,179900.0,181935.18635068208
2009-07-25,214.726,14448.882,5.2,63011.0,11.1,7.9,141055.0,66.0,175000.0,181935.18635068208
2009-08-01,214.726,14448.882,5.25,63011.0,11.1,7.9,141055.0,66.0,180000.0,180987.1057927085
2009-08-08,215.445,14448.882,5.22,63011.0,11.1,7.5,140074.0,65.7,176500.0,180987.1057927085
2009-08-15,215.445,14448.882,5.29,63011.0,11.1,7.5,140074.0,65.7,179838.0,180987.1057927085
2009-08-22,215.445,14448.882,5.12,63011.0,11.1,7.5,140074.0,65.7,177500.0,180987.1057927085
2009-08-29,215.445,14448.882,5.14,63011.0,11.1,7.5,140074.0,65.7,177000.0,180987.1057927085
2009-09-05,215.861,14448.882,5.08,63011.0,11.1,7.8,139079.0,73.5,172500.0,180187.0972160643
2009-09-12,215.861,14448.882,5.07,63011.0,11.1,7.8,139079.0,73.5,170000.0,180187.0972160643
2009-09-19,215.861,14448.882,5.04,63011.0,11.1,7.8,139079.0,73.5,171900.0,180187.0972160643
2009-09-26,215.861,14448.882,5.04,63011.0,11.1,7.8,139079.0,73.5,170000.0,180187.0972160643
2009-10-03,216.509,14651.248,4.94,63011.0,10.7,7.4,139088.0,70.6,170000.0,179799.72707404205
2009-10-10,216.509,14651.248,4.87,63011.0,10.7,7.4,139088.0,70.6,166000.0,179799.72707404205
2009-10-17,216.509,14651.248,4.92,63011.0,10.7,7.4,139088.0,70.6,169000.0,179799.72707404205
2009-10-24,216.509,14651.248,5.0,63011.0,10.7,7.4,139088.0,70.6,168000.0,179799.72707404205
2009-10-31,216.509,14651.248,5.03,63011.0,10.7,7.4,139088.0,70.6,169000.0,179799.72707404205
2009-11-07,217.234,14651.248,4.98,63011.0,10.7,7.6,139132.0,67.4,169900.0,179791.58597326744
2009-11-14,217.234,14651.248,4.91,63011.0,10.7,7.6,139132.0,67.4,165000.0,179791.58597326744
2009-11-21,217.234,14651.248,4.83,63011.0,10.7,7.6,139132.0,67.4,168000.0,179791.58597326744
2009-12-05,217.347,14651.248,4.71,63011.0,10.7,8.0,137953.0,72.5,165000.0,179414.05764259576
2009-12-12,217.347,14651.248,4.81,63011.0,10.7,8.0,137953.0,72.5,170000.0,179414.05764259576
2009-12-19,217.347,14651.248,4.94,63011.0,10.7,8.0,137953.0,72.5,172000.0,179414.05764259576
2009-12-26,217.347,14651.248,5.05,63011.0,10.7,8.0,137953.0,72.5,170000.0,179414.05764259576
2010-01-02,217.347,14651.248,5.14,63011.0,10.7,8.0,137953.0,72.5,170000.0,179016.83301765195
2010-01-09,217.488,14764.611,5.09,61364.0,10.6,8.1,136809.0,74.4,170000.0,179016.83301765195
2010-01-16,217.488,14764.611,5.06,61364.0,10.6,8.1,136809.0,74.4,173000.0,179016.83301765195
2010-01-23,217.488,14764.611,4.99,61364.0,10.6,8.1,136809.0,74.4,168000.0,179016.83301765195
2010-01-30,217.488,14764.611,4.98,61364.0,10.6,8.1,136809.0,74.4,171000.0,179016.83301765195
2010-02-06,217.281,14764.611,5.01,61364.0,10.6,8.3,137203.0,73.6,165000.0,178911.93804857784
2010-02-13,217.281,14764.611,4.97,61364.0,10.6,8.3,137203.0,73.6,160000.0,178911.93804857784
2010-02-20,217.281,14764.611,4.93,61364.0,10.6,8.3,137203.0,73.6,165000.0,178911.93804857784
2010-02-27,217.281,14764.611,5.05,61364.0,10.6,8.3,137203.0,73.6,170000.0,178911.93804857784
2010-03-06,217.353,14764.611,4.97,61364.0,10.6,7.1,137983.0,73.6,167000.0,179191.77857192804
2010-03-13,217.353,14764.611,4.95,61364.0,10.6,7.1,137983.0,73.6,168000.0,179191.77857192804
2010-03-20,217.353,14764.611,4.96,61364.0,10.6,7.1,137983.0,73.6,180000.0,179191.77857192804
2010-03-27,217.353,14764.611,4.99,61364.0,10.6,7.1,137983.0,73.6,166000.0,179191.77857192804
2010-04-03,217.403,14980.193,5.08,61364.0,10.6,6.2,139302.0,72.2,170000.0,179719.73123828624
2010-04-10,217.403,14980.193,5.21,61364.0,10.6,6.2,139302.0,72.2,165000.0,179719.73123828624
2010-04-17,217.403,14980.193,5.07,61364.0,10.6,6.2,139302.0,72.2,166000.0,179719.73123828624
2010-04-24,217.403,14980.193,5.07,61364.0,10.6,6.2,139302.0,72.2,165000.0,179719.73123828624
2010-05-01,217.403,14980.193,5.06,61364.0,10.6,6.2,139302.0,72.2,167900.0,179649.95145558903
2010-05-08,217.29,14980.193,5.0,61364.0,10.6,9.3,139497.0,73.6,170000.0,179649.95145558903
2010-05-15,217.29,14980.193,4.93,61364.0,10.6,9.3,139497.0,73.6,169000.0,179649.95145558903
2010-05-22,217.29,14980.193,4.84,61364.0,10.6,9.3,139497.0,73.6,169900.0,179649.95145558903
2010-05-29,217.29,14980.193,4.78,61364.0,10.6,9.3,139497.0,73.6,174500.0,179649.95145558903
2010-06-05,217.199,14980.193,4.79,61364.0,10.6,8.3,139882.0,76.0,170000.0,179092.1848072265
2010-06-12,217.199,14980.193,4.72,61364.0,10.6,8.3,139882.0,76.0,172000.0,179092.1848072265
2010-06-19,217.199,14980.193,4.75,61364.0,10.6,8.3,139882.0,76.0,175000.0,179092.1848072265
2010-06-26,217.199,14980.193,4.69,61364.0,10.6,8.3,139882.0,76.0,180000.0,179092.1848072265
2010-07-03,217.605,15141.605,4.58,61364.0,10.3,8.9,140134.0,67.8,180000.0,177956.41793620572
2010-07-10,217.605,15141.605,4.57,61364.0,10.3,8.9,140134.0,67.8,177700.0,177956.41793620572
2010-07-17,217.605,15141.605,4.57,61364.0,10.3,8.9,140134.0,67.8,185000.0,177956.41793620572
2010-07-24,217.605,15141.605,4.56,61364.0,10.3,8.9,140134.0,67.8,181000.0,177956.41793620572
2010-07-31,217.605,15141.605,4.54,61364.0,10.3,8.9,140134.0,67.8,181000.0,177956.41793620572
2010-08-07,217.923,15141.605,4.49,61364.0,10.3,8.8,139919.0,68.9,176000.0,177010.06456586902
2010-08-14,217.923,15141.605,4.44,61364.0,10.3,8.8,139919.0,68.9,179900.0,177010.06456586902
2010-08-21,217.923,15141.605,4.42,61364.0,10.3,8.8,139919.0,68.9,180000.0,177010.06456586902
2010-08-28,217.923,15141.605,4.36,61364.0,10.3,8.8,139919.0,68.9,180000.0,177010.06456586902
2010-09-04,218.275,15141.605,4.32,61364.0,10.3,7.6,139715.0,68.2,178900.0,175655.85793911538
2010-09-11,218.275,15141.605,4.35,61364.0,10.3,7.6,139715.0,68.2,178000.0,175655.85793911538
2010-09-18,218.275,15141.605,4.37,61364.0,10.3,7.6,139715.0,68.2,174000.0,175655.85793911538
2010-09-25,218.275,15141.605,4.37,61364.0,10.3,7.6,139715.0,68.2,170000.0,175655.85793911538
2010-10-02,218.275,15141.605,4.32,61364.0,10.3,7.6,139715.0,68.2,172500.0,174445.1269695273
2010-10-09,219.035,15309.471,4.27,61364.0,9.4,8.2,139749.0,67.7,167000.0,174445.1269695273
2010-10-16,219.035,15309.471,4.19,61364.0,9.4,8.2,139749.0,67.7,167500.0,174445.1269695273
2010-10-23,219.035,15309.471,4.21,61364.0,9.4,8.2,139749.0,67.7,168000.0,174445.1269695273
2010-10-30,219.035,15309.471,4.23,61364.0,9.4,8.2,139749.0,67.7,170000.0,174445.1269695273
2010-11-06,219.59,15309.471,4.24,61364.0,9.4,8.2,139415.0,71.6,166000.0,173203.03518872103
2010-11-13,219.59,15309.471,4.17,61364.0,9.4,8.2,139415.0,71.6,168550.0,173203.03518872103
2010-11-20,219.59,15309.471,4.39,61364.0,9.4,8.2,139415.0,71.6,170000.0,173203.03518872103
2010-12-04,220.472,15309.471,4.46,61364.0,9.4,7.0,139159.0,74.5,170000.0,172104.04913565796
2010-12-11,220.472,15309.471,4.61,61364.0,9.4,7.0,139159.0,74.5,170000.0,172104.04913565796
2010-12-18,220.472,15309.471,4.83,61364.0,9.4,7.0,139159.0,74.5,172500.0,172104.04913565796
2010-12-25,220.472,15309.471,4.81,61364.0,9.4,7.0,139159.0,74.5,169000.0,172104.04913565796
2011-01-01,220.472,15309.471,4.86,61364.0,9.4,7.0,139159.0,74.5,165000.0,170923.5954216893
2011-01-08,221.187,15351.444,4.77,60428.0,9.7,7.3,137599.0,74.2,165000.0,170923.5954216893
2011-01-15,221.187,15351.444,4.71,60428.0,9.7,7.3,137599.0,74.2,169000.0,170923.5954216893
2011-01-22,221.187,15351.444,4.74,60428.0,9.7,7.3,137599.0,74.2,163000.0,170923.5954216893
2011-01-29,221.187,15351.444,4.8,60428.0,9.7,7.3,137599.0,74.2,160225.0,170923.5954216893
2011-02-05,221.898,15351.444,4.81,60428.0,9.7,8.1,138093.0,77.5,165000.0,170081.25595401728
2011-02-12,221.898,15351.444,5.05,60428.0,9.7,8.1,138093.0,77.5,155500.0,170081.25595401728
2011-02-19,221.898,15351.444,5.0,60428.0,9.7,8.1,138093.0,77.5,162500.0,170081.25595401728
2011-02-26,221.898,15351.444,4.95,60428.0,9.7,8.1,138093.0,77.5,163500.0,170081.25595401728
2011-03-05,223.046,15351.444,4.87,60428.0,9.7,7.2,138962.0,67.5,164000.0,169482.58347282535
2011-03-12,223.046,15351.444,4.88,60428.0,9.7,7.2,138962.0,67.5,160000.0,169482.58347282535
2011-03-19,223.046,15351.444,4.76,60428.0,9.7,7.2,138962.0,67.5,160000.0,169482.58347282535
2011-03-26,223.046,15351.444,4.81,60428.0,9.7,7.2,138962.0,67.5,158000.0,169482.58347282535
2011-04-02,223.046,15351.444,4.86,60428.0,9.7,7.2,138962.0,67.5,165000.0,168667.74989077105
2011-04-09,224.093,15557.535,4.87,60428.0,9.2,6.7,139661.0,69.8,160000.0,168667.74989077105
2011-04-16,224.093,15557.535,4.91,60428.0,9.2,6.7,139661.0,69.8,160000.0,168667.74989077105
2011-04-23,224.093,15557.535,4.8,60428.0,9.2,6.7,139661.0,69.8,162500.0,168667.74989077105
2011-04-30,224.093,15557.535,4.78,60428.0,9.2,6.7,139661.0,69.8,165000.0,168667.74989077105
2011-05-07,224.806,15557.535,4.71,60428.0,9.2,6.6,140028.0,74.3,164464.0,168042.9427197429
2011-05-14,224.806,15557.535,4.63,60428.0,9.2,6.6,140028.0,74.3,164900.0,168042.9427197429
2011-05-21,224.806,15557.535,4.61,60428.0,9.2,6.6,140028.0,74.3,167000.0,168042.9427197429
2011-05-28,224.806,15557.535,4.6,60428.0,9.2,6.6,140028.0,74.3,170000.0,168042.9427197429
2011-06-04,224.806,15557.535,4.55,60428.0,9.2,6.6,140129.0,71.5,170000.0,167586.3198991673
2011-06-11,224.806,15557.535,4.49,60428.0,9.2,6.6,140129.0,71.5,167500.0,167586.3198991673
2011-06-18,224.806,15557.535,4.5,60428.0,9.2,6.6,140129.0,71.5,172000.0,167586.3198991673
2011-06-25,224.806,15557.535,4.5,60428.0,9.2,6.6,140129.0,71.5,172500.0,167586.3198991673
2011-07-02,224.806,15557.535,4.51,60428.0,9.2,6.6,140129.0,71.5,179000.0,167171.43624509068
2011-07-09,225.395,15647.681,4.6,60428.0,9.8,6.7,140384.0,63.7,170000.0,167171.43624509068
2011-07-16,225.395,15647.681,4.51,60428.0,9.8,6.7,140384.0,63.7,172000.0,167171.43624509068
2011-07-23,225.395,15647.681,4.52,60428.0,9.8,6.7,140384.0,63.7,170000.0,167171.43624509068
2011-07-30,225.395,15647.681,4.55,60428.0,9.8,6.7,140384.0,63.7,170000.0,167171.43624509068
2011-08-06,226.106,15647.681,4.39,60428.0,9.8,6.5,140335.0,55.8,167450.0,166610.89622847762
2011-08-13,226.106,15647.681,4.32,60428.0,9.8,6.5,140335.0,55.8,169900.0,166610.89622847762
2011-08-20,226.106,15647.681,4.15,60428.0,9.8,6.5,140335.0,55.8,170000.0,166610.89622847762
2011-08-27,226.106,15647.681,4.22,60428.0,9.8,6.5,140335.0,55.8,166000.0,166610.89622847762
