,CPI,GDP,Mortgage Rate,Income,Rental Vacancy Rate,House Supply,Employment Level,Consumer Sentiment,House Prices,House Values
2019-01-19,252.47,21013.085,4.45,72808.0,7.0,6.9,154964.0,91.2,233000.0,243203.1101542113
2019-01-26,252.47,21013.085,4.45,72808.0,7.0,6.9,154964.0,91.2,228000.0,243203.1101542113
2019-02-02,252.47,21013.085,4.46,72808.0,7.0,6.9,154964.0,91.2,233500.0,244194.88855535796
2019-02-09,253.135,21013.085,4.41,72808.0,7.0,6.4,156167.0,93.8,225000.0,244194.88855535796
2019-02-16,253.135,21013.085,4.37,72808.0,7.0,6.4,156167.0,93.8,230000.0,244194.88855535796
2019-02-23,253.135,21013.085,4.35,72808.0,7.0,6.4,156167.0,93.8,232000.0,244194.88855535796
2019-03-02,253.135,21013.085,4.35,72808.0,7.0,6.4,156167.0,93.8,239000.0,245353.7424373736
2019-03-09,254.273,21013.085,4.41,72808.0,7.0,5.8,156441.0,98.4,235000.0,245353.7424373736
2019-03-16,254.273,21013.085,4.31,72808.0,7.0,5.8,156441.0,98.4,239500.0,245353.7424373736
2019-03-23,254.273,21013.085,4.28,72808.0,7.0,5.8,156441.0,98.4,238500.0,245353.7424373736
2019-03-30,254.273,21013.085,4.06,72808.0,7.0,5.8,156441.0,98.4,244900.0,245353.7424373736
2019-04-06,255.163,21272.448,4.08,72808.0,6.8,5.7,156710.0,97.2,239000.0,246520.3558796932
2019-04-13,255.163,21272.448,4.12,72808.0,6.8,5.7,156710.0,97.2,244900.0,246520.3558796932
2019-04-20,255.163,21272.448,4.17,72808.0,6.8,5.7,156710.0,97.2,247000.0,246520.3558796932
2019-04-27,255.163,21272.448,4.2,72808.0,6.8,5.7,156710.0,97.2,243000.0,246520.3558796932
2019-05-04,255.325,21272.448,4.14,72808.0,6.8,6.5,157152.0,100,250000.0,247636.8659505372
2019-05-11,255.325,21272.448,4.1,72808.0,6.8,6.5,157152.0,100,249900.0,247636.8659505372
2019-05-18,255.325,21272.448,4.07,72808.0,6.8,6.5,157152.0,100,250000.0,247636.8659505372
2019-05-25,255.325,21272.448,4.06,72808.0,6.8,6.5,157152.0,100,250000.0,247636.8659505372
2019-06-01,255.325,21272.448,3.99,72808.0,6.8,6.5,157152.0,100,259000.0,248321.5906710967
2019-06-08,255.361,21272.448,3.82,72808.0,6.8,5.3,157828.0,98.2,255000.0,248321.5906710967
2019-06-15,255.361,21272.448,3.82,72808.0,6.8,5.3,157828.0,98.2,258000.0,248321.5906710967
2019-06-22,255.361,21272.448,3.84,72808.0,6.8,5.3,157828.0,98.2,257900.0,248321.5906710967
2019-06-29,255.361,21272.448,3.73,72808.0,6.8,5.3,157828.0,98.2,260718.0,248321.5906710967
2019-07-13,255.9,21531.839,3.75,72808.0,6.8,5.8,158385.0,98.4,255000.0,248633.73812378265
2019-07-20,255.9,21531.839,3.81,72808.0,6.8,5.8,158385.0,98.4,257500.0,248633.73812378265
2019-07-27,255.9,21531.839,3.75,72808.0,6.8,5.8,158385.0,98.4,255000.0,248633.73812378265
2019-08-03,256.179,21531.839,3.75,72808.0,6.8,5.6,157816.0,89.8,255000.0,249008.99465963832
2019-08-10,256.179,21531.839,3.6,72808.0,6.8,5.6,157816.0,89.8,250000.0,249008.99465963832
2019-08-17,256.179,21531.839,3.6,72808.0,6.8,5.6,157816.0,89.8,255000.0,249008.99465963832
2019-08-24,256.179,21531.839,3.55,72808.0,6.8,5.6,157816.0,89.8,253000.0,249008.99465963832
2019-08-31,256.179,21531.839,3.58,72808.0,6.8,5.6,157816.0,89.8,255000.0,249008.99465963832
2019-09-07,256.596,21531.839,3.49,72808.0,6.8,5.4,158478.0,93.2,249000.0,249470.10259387613
2019-09-14,256.596,21531.839,3.56,72808.0,6.8,5.4,158478.0,93.2,250000.0,249470.10259387613
2019-09-21,256.596,21531.839,3.73,72808.0,6.8,5.4,158478.0,93.2,249900.0,249470.10259387613
2019-09-28,256.596,21531.839,3.64,72808.0,6.8,5.4,158478.0,93.2,250000.0,249470.10259387613
2019-10-05,257.305,21706.532,3.65,72808.0,6.4,5.4,159067.0,95.5,250000.0,249950.51724216796
2019-10-12,257.305,21706.532,3.57,72808.0,6.4,5.4,159067.0,95.5,250000.0,249950.51724216796
2019-10-19,257.305,21706.532,3.69,72808.0,6.4,5.4,159067.0,95.5,250000.0,249950.51724216796
2019-10-26,257.305,21706.532,3.75,72808.0,6.4,5.4,159067.0,95.5,250000.0,249950.51724216796
2019-11-02,257.305,21706.532,3.78,72808.0,6.4,5.4,159067.0,95.5,250000.0,250455.04541337857
2019-11-09,257.788,21706.532,3.69,72808.0,6.4,5.6,158945.0,96.8,246400.0,250455.04541337857
2019-11-16,257.788,21706.532,3.75,72808.0,6.4,5.6,158945.0,96.8,250000.0,250455.04541337857
2019-11-23,257.788,21706.532,3.66,72808.0,6.4,5.6,158945.0,96.8,250000.0,250455.04541337857
2019-12-07,258.263,21706.532,3.68,72808.0,6.4,5.6,158504.0,99.3,252000.0,251376.3466099993
2019-12-14,258.263,21706.532,3.73,72808.0,6.4,5.6,158504.0,99.3,253000.0,251376.3466099993
2019-12-21,258.263,21706.532,3.73,72808.0,6.4,5.6,158504.0,99.3,253000.0,251376.3466099993
2019-12-28,258.263,21706.532,3.74,72808.0,6.4,5.6,158504.0,99.3,249900.0,251376.3466099993
2020-01-04,258.682,21538.032,3.72,71186.0,6.6,5.5,156994.0,99.8,249000.0,252539.18845482572
2020-01-11,258.682,21538.032,3.64,71186.0,6.6,5.5,156994.0,99.8,249800.0,252539.18845482572
2020-01-18,258.682,21538.032,3.65,71186.0,6.6,5.5,156994.0,99.8,250000.0,252539.18845482572
2020-01-25,258.682,21538.032,3.6,71186.0,6.6,5.5,156994.0,99.8,240000.0,252539.18845482572
2020-02-01,258.682,21538.032,3.51,71186.0,6.6,5.5,156994.0,99.8,247900.0,253998.39156446315
2020-02-08,259.007,21538.032,3.45,71186.0,6.6,5.7,158017.0,101,245000.0,253998.39156446315
2020-02-15,259.007,21538.032,3.47,71186.0,6.6,5.7,158017.0,101,253250.0,253998.39156446315
2020-02-22,259.007,21538.032,3.49,71186.0,6.6,5.7,158017.0,101,250000.0,253998.39156446315
2020-02-29,259.007,21538.032,3.45,71186.0,6.6,5.7,158017.0,101,255025.0,253998.39156446315
2020-03-07,258.165,21538.032,3.29,71186.0,6.6,6.5,155167.0,89.1,254000.0,256010.7277851753
2020-03-14,258.165,21538.032,3.36,71186.0,6.6,6.5,155167.0,89.1,257500.0,256010.7277851753
2020-03-21,258.165,21538.032,3.65,71186.0,6.6,6.5,155167.0,89.1,260000.0,256010.7277851753
2020-03-28,258.165,21538.032,3.5,71186.0,6.6,6.5,155167.0,89.1,265000.0,256010.7277851753
2020-04-04,256.094,19636.731,3.33,71186.0,5.7,6.7,133326.0,71.8,262000.0,257552.80800054653
2020-04-11,256.094,19636.731,3.33,71186.0,5.7,6.7,133326.0,71.8,263900.0,257552.80800054653
2020-04-18,256.094,19636.731,3.31,71186.0,5.7,6.7,133326.0,71.8,260000.0,257552.80800054653
2020-04-25,256.094,19636.731,3.33,71186.0,5.7,6.7,133326.0,71.8,259500.0,257552.80800054653
2020-05-02,256.094,19636.731,3.23,71186.0,5.7,6.7,133326.0,71.8,259900.0,257956.98813916385
2020-05-09,255.944,19636.731,3.26,71186.0,5.7,5.3,137461.0,72.3,253000.0,257956.98813916385
2020-05-16,255.944,19636.731,3.28,71186.0,5.7,5.3,137461.0,72.3,255000.0,257956.98813916385
2020-05-23,255.944,19636.731,3.24,71186.0,5.7,5.3,137461.0,72.3,255000.0,257956.98813916385
2020-05-30,255.944,19636.731,3.15,71186.0,5.7,5.3,137461.0,72.3,261000.0,257956.98813916385
2020-06-06,257.217,19636.731,3.18,71186.0,5.7,3.9,142811.0,78.1,260000.0,259035.9798976308
2020-06-13,257.217,19636.731,3.21,71186.0,5.7,3.9,142811.0,78.1,260000.0,259035.9798976308
2020-06-20,257.217,19636.731,3.13,71186.0,5.7,3.9,142811.0,78.1,268000.0,259035.9798976308
2020-06-27,257.217,19636.731,3.13,71186.0,5.7,3.9,142811.0,78.1,269900.0,259035.9798976308
2020-07-04,258.543,21362.428,3.07,71186.0,6.4,3.5,144492.0,72.5,277500.0,261033.34933773847
2020-07-11,258.543,21362.428,3.03,71186.0,6.4,3.5,144492.0,72.5,273900.0,261033.34933773847
2020-07-18,258.543,21362.428,2.98,71186.0,6.4,3.5,144492.0,72.5,279000.0,261033.34933773847
2020-07-25,258.543,21362.428,3.01,71186.0,6.4,3.5,144492.0,72.5,277000.0,261033.34933773847
2020-08-01,258.543,21362.428,2.99,71186.0,6.4,3.5,144492.0,72.5,282000.0,263309.8060847693
2020-08-08,259.58,21362.428,2.88,71186.0,6.4,3.3,147224.0,74.1,277000.0,263309.8060847693
2020-08-15,259.58,21362.428,2.96,71186.0,6.4,3.3,147224.0,74.1,280000.0,263309.8060847693
2020-08-22,259.58,21362.428,2.99,71186.0,6.4,3.3,147224.0,74.1,280000.0,263309.8060847693
2020-08-29,259.58,21362.428,2.91,71186.0,6.4,3.3,147224.0,74.1,282814.0,263309.8060847693
2020-09-05,260.19,21362.428,2.93,71186.0,6.4,3.4,147796.0,80.4,280000.0,265872.5552697583
2020-09-12,260.19,21362.428,2.86,71186.0,6.4,3.4,147796.0,80.4,282500.0,265872.5552697583
2020-09-19,260.19,21362.428,2.87,71186.0,6.4,3.4,147796.0,80.4,285000.0,265872.5552697583
2020-09-26,260.19,21362.428,2.9,71186.0,6.4,3.4,147796.0,80.4,282000.0,265872.5552697583
2020-10-03,260.352,21704.706,2.88,71186.0,6.5,3.4,150433.0,81.8,285000.0,268835.848687471
2020-10-10,260.352,21704.706,2.87,71186.0,6.5,3.4,150433.0,81.8,280000.0,268835.848687471
2020-10-17,260.352,21704.706,2.81,71186.0,6.5,3.4,150433.0,81.8,285000.0,268835.848687471
2020-10-24,260.352,21704.706,2.8,71186.0,6.5,3.4,150433.0,81.8,285000.0,268835.848687471
2020-10-31,260.352,21704.706,2.81,71186.0,6.5,3.4,150433.0,81.8,290000.0,268835.848687471
2020-11-07,260.721,21704.706,2.78,71186.0,6.5,4.1,150203.0,76.9,285000.0,271813.10685648845
2020-11-14,260.721,21704.706,2.84,71186.0,6.5,4.1,150203.0,76.9,286000.0,271813.10685648845
2020-11-21,260.721,21704.706,2.72,71186.0,6.5,4.1,150203.0,76.9,289000.0,271813.10685648845
2020-12-05,261.564,21704.706,2.71,71186.0,6.5,4.1,149613.0,80.7,289000.0,274585.9884627443
2020-12-12,261.564,21704.706,2.71,71186.0,6.5,4.1,149613.0,80.7,284900.0,274585.9884627443
2020-12-19,261.564,21704.706,2.67,71186.0,6.5,4.1,149613.0,80.7,285000.0,274585.9884627443
2020-12-26,261.564,21704.706,2.66,71186.0,6.5,4.1,149613.0,80.7,283500.0,274585.9884627443
2021-01-02,261.564,21704.706,2.67,71186.0,6.5,4.1,149613.0,80.7,280000.0,278306.6334539525
2021-01-09,262.2,22313.85,2.65,70784.0,6.8,4.0,148383.0,79,280000.0,278306.6334539525
2021-01-16,262.2,22313.85,2.79,70784.0,6.8,4.0,148383.0,79,283000.0,278306.6334539525
2021-01-23,262.2,22313.85,2.77,70784.0,6.8,4.0,148383.0,79,277875.0,278306.6334539525
2021-01-30,262.2,22313.85,2.73,70784.0,6.8,4.0,148383.0,79,279000.0,278306.6334539525
2021-02-06,263.346,22313.85,2.73,70784.0,6.8,4.8,149522.0,76.8,276000.0,282149.06986724
2021-02-13,263.346,22313.85,2.73,70784.0,6.8,4.8,149522.0,76.8,280000.0,282149.06986724
2021-02-20,263.346,22313.85,2.81,70784.0,6.8,4.8,149522.0,76.8,292000.0,282149.06986724
2021-02-27,263.346,22313.85,2.97,70784.0,6.8,4.8,149522.0,76.8,290000.0,282149.06986724
2021-03-06,265.028,22313.85,3.02,70784.0,6.8,4.2,150493.0,84.9,294500.0,286493.3913454744
2021-03-13,265.028,22313.85,3.05,70784.0,6.8,4.2,150493.0,84.9,290000.0,286493.3913454744
2021-03-20,265.028,22313.85,3.09,70784.0,6.8,4.2,150493.0,84.9,298750.0,286493.3913454744
2021-03-27,265.028,22313.85,3.17,70784.0,6.8,4.2,150493.0,84.9,300000.0,286493.3913454744
2021-04-03,266.727,23046.934,3.18,70784.0,6.2,4.7,151160.0,88.3,310000.0,291424.9446204369
2021-04-10,266.727,23046.934,3.13,70784.0,6.2,4.7,151160.0,88.3,301000.0,291424.9446204369
2021-04-17,266.727,23046.934,3.04,70784.0,6.2,4.7,151160.0,88.3,310000.0,291424.9446204369
2021-04-24,266.727,23046.934,2.97,70784.0,6.2,4.7,151160.0,88.3,309900.0,291424.9446204369
2021-05-01,266.727,23046.934,2.98,70784.0,6.2,4.7,151160.0,88.3,314500.0,298001.6794194181
2021-05-08,268.599,23046.934,2.96,70784.0,6.2,5.4,151778.0,82.9,310000.0,298001.6794194181
2021-05-15,268.599,23046.934,2.94,70784.0,6.2,5.4,151778.0,82.9,315000.0,298001.6794194181
2021-05-22,268.599,23046.934,3.0,70784.0,6.2,5.4,151778.0,82.9,317500.0,298001.6794194181
2021-05-29,268.599,23046.934,2.95,70784.0,6.2,5.4,151778.0,82.9,320000.0,298001.6794194181
2021-06-05,270.955,23046.934,2.99,70784.0,6.2,5.8,152283.0,85.5,320000.0,304412.522130353
2021-06-12,270.955,23046.934,2.96,70784.0,6.2,5.8,152283.0,85.5,320000.0,304412.522130353
2021-06-19,270.955,23046.934,2.93,70784.0,6.2,5.8,152283.0,85.5,325500.0,304412.522130353
2021-06-26,270.955,23046.934,3.02,70784.0,6.2,5.8,152283.0,85.5,324900.0,304412.522130353
2021-07-03,272.184,23550.42,2.98,70784.0,5.8,6.0,153596.0,81.2,330000.0,309519.1674468317
2021-07-10,272.184,23550.42,2.9,70784.0,5.8,6.0,153596.0,81.2,325000.0,309519.1674468317
2021-07-17,272.184,23550.42,2.88,70784.0,5.8,6.0,153596.0,81.2,327000.0,309519.1674468317
2021-07-24,272.184,23550.42,2.78,70784.0,5.8,6.0,153596.0,81.2,325000.0,309519.1674468317
2021-07-31,272.184,23550.42,2.8,70784.0,5.8,6.0,153596.0,81.2,325000.0,309519.1674468317
2021-08-07,273.092,23550.42,2.77,70784.0,5.8,6.5,153232.0,70.3,325000.0,313679.0040793417
2021-08-14,273.092,23550.42,2.87,70784.0,5.8,6.5,153232.0,70.3,325000.0,313679.0040793417
2021-08-21,273.092,23550.42,2.86,70784.0,5.8,6.5,153232.0,70.3,325000.0,313679.0040793417
2021-08-28,273.092,23550.42,2.87,70784.0,5.8,6.5,153232.0,70.3,321200.0,313679.0040793417
2021-09-04,274.214,23550.42,2.87,70784.0,5.8,6.1,154026.0,72.8,325000.0,317088.9514407419
2021-09-11,274.214,23550.42,2.88,70784.0,5.8,6.1,154026.0,72.8,325000.0,317088.9514407419
2021-09-18,274.214,23550.42,2.86,70784.0,5.8,6.1,154026.0,72.8,325000.0,317088.9514407419
2021-09-25,274.214,23550.42,2.88,70784.0,5.8,6.1,154026.0,72.8,320000.0,317088.9514407419
2021-10-02,274.214,23550.42,3.01,70784.0,5.8,6.1,154026.0,72.8,325000.0,320478.5234715855
2021-10-09,276.59,24349.121,2.99,70784.0,5.6,6.9,154966.0,71.7,320000.0,320478.5234715855
2021-10-16,276.59,24349.121,3.05,70784.0,5.6,6.9,154966.0,71.7,325000.0,320478.5234715855
2021-10-23,276.59,24349.121,3.09,70784.0,5.6,6.9,154966.0,71.7,325000.0,320478.5234715855
2021-10-30,276.59,24349.121,3.14,70784.0,5.6,6.9,154966.0,71.7,325000.0,320478.5234715855
2021-11-06,278.524,24349.121,3.09,70784.0,5.6,6.2,155797.0,67.4,320500.0,324077.7943786578
2021-11-20,278.524,24349.121,3.1,70784.0,5.6,6.2,155797.0,67.4,330000.0,324077.7943786578
2021-12-04,280.126,24349.121,3.11,70784.0,5.6,5.6,155732.0,70.6,330000.0,329257.3450367768
2021-12-11,280.126,24349.121,3.1,70784.0,5.6,5.6,155732.0,70.6,325000.0,329257.3450367768
2021-12-18,280.126,24349.121,3.12,70784.0,5.6,5.6,155732.0,70.6,329000.0,329257.3450367768
2021-12-25,280.126,24349.121,3.05,70784.0,5.6,5.6,155732.0,70.6,325000.0,329257.3450367768
2022-01-01,280.126,24349.121,3.11,70784.0,5.6,5.6,155732.0,70.6,320000.0,334114.6198406493
2022-01-08,281.933,24740.48,3.22,70784.0,5.8,5.7,155618.0,67.2,324900.0,334114.6198406493
2022-01-15,281.933,24740.48,3.45,70784.0,5.8,5.7,155618.0,67.2,325000.0,334114.6198406493
2022-01-22,281.933,24740.48,3.56,70784.0,5.8,5.7,155618.0,67.2,319000.0,334114.6198406493
2022-01-29,281.933,24740.48,3.55,70784.0,5.8,5.7,155618.0,67.2,315000.0,334114.6198406493
2022-02-05,284.182,24740.48,3.55,70784.0,5.8,6.0,156942.0,62.8,325000.0,339943.8629789735
2022-02-12,284.182,24740.48,3.69,70784.0,5.8,6.0,156942.0,62.8,320000.0,339943.8629789735
2022-02-19,284.182,24740.48,3.92,70784.0,5.8,6.0,156942.0,62.8,335000.0,339943.8629789735
2022-02-26,284.182,24740.48,3.89,70784.0,5.8,6.0,156942.0,62.8,335000.0,339943.8629789735
2022-03-05,287.708,24740.48,3.76,70784.0,5.8,7.0,158106.0,59.4,340000.0,346018.2337016867
2022-03-12,287.708,24740.48,3.85,70784.0,5.8,7.0,158106.0,59.4,341500.0,346018.2337016867
2022-03-19,287.708,24740.48,4.16,70784.0,5.8,7.0,158106.0,59.4,346000.0,346018.2337016867
2022-03-26,287.708,24740.48,4.42,70784.0,5.8,7.0,158106.0,59.4,350000.0,346018.2337016867
2022-04-02,287.708,24740.48,4.67,70784.0,5.8,7.0,158106.0,59.4,355000.0,352528.8185050298
2022-04-09,288.663,25248.476,4.72,70784.0,5.6,8.4,157991.0,65.2,359080.0,352528.8185050298
2022-04-16,288.663,25248.476,5.0,70784.0,5.6,8.4,157991.0,65.2,364000.0,352528.8185050298
2022-04-23,288.663,25248.476,5.11,70784.0,5.6,8.4,157991.0,65.2,360000.0,352528.8185050298
2022-04-30,288.663,25248.476,5.1,70784.0,5.6,8.4,157991.0,65.2,361900.0,352528.8185050298
2022-05-07,291.474,25248.476,5.27,70784.0,5.6,8.3,158609.0,58.4,363000.0,356754.8305949382
2022-05-14,291.474,25248.476,5.3,70784.0,5.6,8.3,158609.0,58.4,365000.0,356754.8305949382
2022-05-21,291.474,25248.476,5.25,70784.0,5.6,8.3,158609.0,58.4,365000.0,356754.8305949382
2022-05-28,291.474,25248.476,5.1,70784.0,5.6,8.3,158609.0,58.4,365000.0,356754.8305949382
2022-06-04,295.328,25248.476,5.09,70784.0,5.6,9.4,158678.0,50,370000.0,359526.2602428433
2022-06-11,295.328,25248.476,5.23,70784.0,5.6,9.4,158678.0,50,365000.0,359526.2602428433
2022-06-18,295.328,25248.476,5.78,70784.0,5.6,9.4,158678.0,50,370000.0,359526.2602428433
2022-06-25,295.328,25248.476,5.81,70784.0,5.6,9.4,158678.0,50,365000.0,359526.2602428433
2022-07-02,295.328,25248.476,5.7,70784.0,5.6,9.4,158678.0,50,365000.0,359158.10226116376
2022-07-09,295.271,25698.96,5.3,70784.0,6.0,10.1,159067.0,51.5,360000.0,359158.10226116376
2022-07-16,295.271,25698.96,5.51,70784.0,6.0,10.1,159067.0,51.5,357500.0,359158.10226116376
2022-07-23,295.271,25698.96,5.54,70784.0,6.0,10.1,159067.0,51.5,352000.0,359158.10226116376
2022-07-30,295.271,25698.96,5.3,70784.0,6.0,10.1,159067.0,51.5,350000.0,359158.10226116376
2022-08-06,295.62,25698.96,4.99,70784.0,6.0,8.3,158714.0,58.2,348700.0,358023.7866474173
2022-08-13,295.62,25698.96,5.22,70784.0,6.0,8.3,158714.0,58.2,349000.0,358023.7866474173
2022-08-20,295.62,25698.96,5.13,70784.0,6.0,8.3,158714.0,58.2,350000.0,358023.7866474173
2022-08-27,295.62,25698.96,5.55,70784.0,6.0,8.3,158714.0,58.2,347500.0,358023.7866474173
2022-09-03,296.761,25698.96,5.66,70784.0,6.0,9.4,159003.0,58.6,349900.0,358091.37833473465
2022-09-10,296.761,25698.96,5.89,70784.0,6.0,9.4,159003.0,58.6,345000.0,358091.37833473465
2022-09-17,296.761,25698.96,6.02,70784.0,6.0,9.4,159003.0,58.6,344000.0,358091.37833473465
2022-09-24,296.761,25698.96,6.29,70784.0,6.0,9.4,159003.0,58.6,339900.0,358091.37833473465
2022-10-01,296.761,25698.96,6.7,70784.0,6.0,9.4,159003.0,58.6,340000.0,358458.22507982934
2022-10-08,298.062,25698.96,6.66,70784.0,6.0,8.9,159144.0,59.9,340000.0,358458.22507982934
